月日,名前,種類,金額,コード
6月11日,村上 ,光熱費,2600,10
6月11日,藤井 ,通信費,3600,10
6月11日,小林 ,通信費,5600,11
6月11日,遠藤 ,給　料,6400,04
6月11日,遠藤 ,交通費,7900,16
6月11日,西村 ,給　料,8600,02
6月11日,伊藤 ,減価償却費,9400,13
6月11日,山崎 ,光熱費,6400,08
6月11日,渡辺 ,消耗品費,3900,15
6月12日,山田 ,厚生費,4100,16
6月12日,森 ,消耗品費,4000,14
6月12日,田中 ,広告費,400,09
6月12日,阿部 ,光熱費,7800,18
6月12日,前田 ,雑　費,3300,20
6月12日,坂本 ,交際費,3000,08
6月12日,高橋 ,租税公課,1800,14
6月12日,青木 ,接待費,7600,08
6月12日,岡本 ,給　料,9900,11
6月12日,森 ,交通費,9100,06
6月12日,佐藤 ,交際費,1700,05
6月12日,福田 ,厚生費,5700,04
6月12日,後藤 ,保険料,900,07
6月12日,鈴木 ,消耗品費,9500,04
6月12日,三浦 ,交通費,6500,01
6月12日,石川 ,接待費,8100,17
6月12日,村上 ,消耗品費,3900,14
6月12日,石川 ,光熱費,4300,16
6月12日,橋本 ,保険料,5500,02
6月12日,松本 ,地代家賃,4300,20
6月12日,阿部 ,厚生費,2600,10
6月12日,藤井 ,通信費,6900,03
6月12日,山崎 ,厚生費,3000,11
6月12日,斎藤 ,光熱費,3200,09
6月13日,伊藤 ,租税公課,1300,12
6月13日,藤田 ,保険料,1700,17
6月13日,藤田 ,地代家賃,9200,18
6月13日,池田 ,租税公課,10000,04
6月13日,岡本 ,通信費,9400,08
6月13日,三浦 ,消耗品費,2400,19
6月13日,山本 ,消耗品費,9700,02
6月13日,中川 ,雑　費,6100,04
6月13日,岡田 ,消耗品費,9000,14
6月13日,山下 ,地代家賃,2000,10
6月13日,池田 ,雑　費,7600,03
6月13日,橋本 ,減価償却費,8700,13
6月13日,松本 ,租税公課,5200,15
6月13日,高橋 ,接待費,400,03
6月13日,藤井 ,給　料,1800,18
6月13日,藤井 ,接待費,8100,20
6月13日,高橋 ,雑　費,8200,08
6月13日,山下 ,接待費,300,12
6月13日,中島 ,租税公課,2500,03
6月13日,斎藤 ,光熱費,8100,15
6月13日,阿部 ,通信費,100,12
6月13日,太田 ,減価償却費,7800,08
6月13日,林 ,広告費,8100,01
6月13日,村上 ,通信費,4600,02
6月13日,村上 ,接待費,5100,11
6月13日,石川 ,交際費,1800,15
6月13日,後藤 ,租税公課,9300,09
6月13日,松本 ,通信費,4400,05
6月13日,太田 ,接待費,700,08
6月13日,橋本 ,交通費,8700,14
6月13日,木村 ,保険料,2800,04
6月13日,小林 ,租税公課,300,02
6月13日,加藤 ,消耗品費,4600,08
6月14日,福田 ,消耗品費,200,08
6月14日,岡本 ,厚生費,5400,14
6月14日,山口 ,地代家賃,8600,12
6月14日,斎藤 ,交通費,1200,03
6月14日,森 ,交際費,7600,16
6月14日,後藤 ,租税公課,1500,09
6月14日,中村 ,広告費,3900,03
6月14日,吉田 ,厚生費,8300,19
6月14日,福田 ,租税公課,500,05
6月14日,坂本 ,広告費,2800,20
6月14日,藤原 ,租税公課,4000,16
6月14日,中村 ,交際費,6500,09
6月14日,坂本 ,給　料,9100,14
6月14日,山本 ,光熱費,500,15
6月14日,小川 ,通信費,8800,17
6月14日,井上 ,給　料,6900,16
6月14日,加藤 ,保険料,200,02
6月14日,中島 ,広告費,4900,15
6月14日,松本 ,広告費,700,10
6月14日,伊藤 ,通信費,8400,12
6月14日,岡田 ,通信費,5800,16
6月14日,長谷川 ,消耗品費,9300,17
6月14日,福田 ,交際費,7400,06
6月14日,三浦 ,給　料,900,19
6月14日,太田 ,接待費,8000,14
6月14日,林 ,交通費,5500,07
6月14日,松田 ,光熱費,6600,20
6月14日,鈴木 ,広告費,800,13
6月14日,山本 ,保険料,8300,07
6月14日,林 ,厚生費,4300,13
6月14日,山本 ,光熱費,1900,01
6月14日,斉藤 ,雑　費,4800,03
6月14日,中川 ,給　料,9600,10
6月14日,藤田 ,交通費,6500,19
6月14日,伊藤 ,通信費,1800,14
6月14日,藤田 ,地代家賃,100,13
6月14日,山本 ,交通費,3000,16
6月15日,石川 ,交際費,4100,06
6月15日,石井 ,保険料,1000,13
6月15日,佐藤 ,接待費,8500,10
6月15日,三浦 ,地代家賃,1500,03
6月15日,西村 ,保険料,5800,11
6月15日,山本 ,給　料,3700,01
6月15日,村上 ,接待費,2500,07
6月15日,中島 ,保険料,6300,10
6月15日,山口 ,広告費,9600,16
6月15日,西村 ,交際費,9600,19
6月15日,佐藤 ,厚生費,7900,13
6月15日,松田 ,交際費,4300,14
6月15日,阿部 ,減価償却費,9900,12
6月15日,長谷川 ,通信費,2600,12
6月15日,高橋 ,厚生費,4400,03
6月15日,小林 ,厚生費,9300,17
6月15日,田中 ,接待費,8800,20
6月15日,山崎 ,光熱費,1400,01
6月15日,山口 ,通信費,9300,17
6月15日,中島 ,交際費,100,01
6月15日,渡辺 ,広告費,3800,05
6月15日,三浦 ,保険料,5700,02
6月15日,中川 ,消耗品費,6300,09
6月15日,前田 ,雑　費,3700,12
6月15日,鈴木 ,雑　費,4600,19
6月15日,松田 ,給　料,3800,06
6月15日,伊藤 ,保険料,8700,18
6月15日,坂本 ,減価償却費,4200,18
6月15日,阿部 ,給　料,2200,01
6月15日,後藤 ,広告費,6900,19
6月15日,松田 ,光熱費,2000,09
6月16日,藤田 ,広告費,4100,08
6月16日,木村 ,減価償却費,8000,20
6月16日,小川 ,広告費,900,16
6月16日,鈴木 ,通信費,8500,15
6月16日,加藤 ,厚生費,5100,13
6月16日,岡田 ,接待費,8800,13
6月16日,松本 ,給　料,3200,08
6月16日,後藤 ,交際費,9700,02
6月16日,小川 ,租税公課,100,09
6月16日,池田 ,租税公課,7700,16
6月16日,加藤 ,交通費,7600,11
6月16日,森 ,給　料,6500,19
6月16日,小林 ,通信費,2600,16
6月16日,鈴木 ,交際費,6600,16
6月16日,石川 ,地代家賃,3400,13
6月16日,西村 ,租税公課,3000,08
6月16日,松本 ,減価償却費,2100,05
6月16日,阿部 ,通信費,5800,14
6月16日,加藤 ,租税公課,7600,08
6月16日,岡本 ,租税公課,3300,15
6月16日,松田 ,光熱費,7400,11
6月16日,吉田 ,消耗品費,8000,04
6月16日,中島 ,保険料,100,10
6月17日,橋本 ,給　料,3200,18
6月17日,小川 ,減価償却費,1900,11
6月17日,岡本 ,減価償却費,1500,07
6月17日,山田 ,租税公課,1400,15
6月17日,佐藤 ,接待費,2700,15
6月17日,藤井 ,消耗品費,4600,11
6月17日,西村 ,租税公課,2600,12
6月17日,前田 ,広告費,7900,16
6月17日,森 ,光熱費,3900,19
6月17日,中島 ,接待費,3000,03
6月17日,後藤 ,広告費,3500,10
6月17日,青木 ,交際費,900,10
6月17日,後藤 ,消耗品費,6500,14
6月17日,清水 ,光熱費,200,11
6月17日,阿部 ,広告費,6700,14
6月17日,後藤 ,消耗品費,9000,19
6月17日,加藤 ,接待費,8700,07
6月17日,坂本 ,通信費,4400,19
6月17日,藤井 ,給　料,2200,12
6月17日,藤井 ,交際費,2800,13
6月17日,斉藤 ,給　料,9600,09
6月17日,遠藤 ,消耗品費,3300,01
6月17日,佐藤 ,保険料,5900,18
6月17日,岡田 ,租税公課,1200,17
6月18日,長谷川 ,交通費,8400,06
6月18日,中村 ,雑　費,8600,04
6月18日,阿部 ,広告費,8600,11
6月18日,近藤 ,保険料,6800,04
6月18日,田中 ,保険料,3500,19
6月18日,中島 ,接待費,8400,02
6月18日,坂本 ,接待費,2100,08
6月18日,橋本 ,消耗品費,3200,05
6月18日,藤原 ,雑　費,3000,05
6月18日,佐々木 ,保険料,2200,08
6月18日,西村 ,厚生費,7300,17
6月18日,西村 ,厚生費,5000,03
6月18日,渡辺 ,交際費,700,13
6月18日,坂本 ,交通費,8400,08
6月18日,森 ,交通費,3000,20
6月18日,太田 ,雑　費,8400,05
6月18日,渡辺 ,減価償却費,7900,06
6月18日,山口 ,減価償却費,5500,08
6月18日,田中 ,通信費,800,01
6月18日,加藤 ,減価償却費,5200,12
6月18日,三浦 ,光熱費,3300,20
6月18日,後藤 ,広告費,5300,18
6月18日,近藤 ,給　料,100,19
6月18日,橋本 ,通信費,2700,03
6月18日,佐々木 ,減価償却費,2200,03
6月18日,斎藤 ,通信費,1000,19
6月18日,太田 ,雑　費,1200,19
6月18日,山本 ,広告費,1000,07
6月18日,中村 ,交際費,5200,08
6月19日,吉田 ,雑　費,6900,13
6月19日,井上 ,交通費,5700,18
6月19日,木村 ,雑　費,900,15
6月19日,前田 ,交際費,6900,07
6月19日,高橋 ,給　料,5900,03
6月19日,遠藤 ,保険料,600,19
6月19日,池田 ,減価償却費,6000,17
6月19日,近藤 ,光熱費,5600,05
6月19日,藤井 ,厚生費,2000,15
6月19日,佐藤 ,地代家賃,6000,03
6月19日,清水 ,交通費,4500,03
6月19日,池田 ,交際費,3800,05
6月19日,長谷川 ,光熱費,6200,09
6月19日,岡田 ,厚生費,4200,17
6月19日,山崎 ,光熱費,1700,19
6月19日,井上 ,地代家賃,9500,04
6月19日,山本 ,光熱費,8100,11
6月19日,木村 ,広告費,5200,07
6月19日,清水 ,交通費,7500,18
6月20日,鈴木 ,保険料,8900,06
6月20日,前田 ,租税公課,1900,10
6月20日,山下 ,減価償却費,9900,11
6月20日,岡本 ,通信費,2700,16
6月20日,松田 ,保険料,7900,09
6月20日,林 ,雑　費,9000,02
6月20日,斎藤 ,地代家賃,900,09
6月20日,藤田 ,雑　費,4900,18
6月20日,石井 ,雑　費,7000,17
6月20日,阿部 ,通信費,7400,06
6月20日,山口 ,交際費,4900,08
6月20日,林 ,保険料,3300,19
6月20日,池田 ,交際費,7500,14
6月20日,石井 ,租税公課,200,06
6月20日,石井 ,保険料,8800,18
6月20日,藤原 ,地代家賃,7500,16
6月20日,遠藤 ,厚生費,4100,16
6月20日,斎藤 ,交通費,2100,12
6月20日,清水 ,光熱費,900,10
6月20日,渡辺 ,光熱費,2000,18
6月20日,中川 ,雑　費,6400,12
6月20日,斉藤 ,交通費,2800,19
6月20日,石川 ,租税公課,2700,07
6月20日,山田 ,交際費,6500,11
6月20日,渡辺 ,減価償却費,9300,07
6月20日,渡辺 ,雑　費,7100,01
6月20日,山本 ,保険料,5200,08
6月20日,村上 ,保険料,900,16
6月20日,太田 ,通信費,200,07
6月21日,福田 ,光熱費,8300,17
6月21日,阿部 ,通信費,100,05
6月21日,山下 ,減価償却費,8700,10
6月21日,岡本 ,雑　費,7900,14
6月21日,阿部 ,交際費,1000,10
6月21日,井上 ,地代家賃,6200,13
6月21日,長谷川 ,租税公課,9200,19
6月21日,清水 ,交際費,2300,11
6月21日,池田 ,交通費,8000,13
6月21日,松本 ,租税公課,4200,11
6月21日,林 ,減価償却費,10000,04
6月21日,池田 ,地代家賃,5500,04
6月21日,林 ,接待費,5900,04
6月21日,太田 ,租税公課,9100,13
6月21日,小川 ,減価償却費,8800,16
6月21日,藤原 ,給　料,1200,03
6月21日,吉田 ,光熱費,9400,09
6月21日,山下 ,広告費,8500,02
6月21日,岡田 ,広告費,7400,04
6月21日,近藤 ,厚生費,1400,01
6月21日,池田 ,給　料,9800,20
6月21日,井上 ,減価償却費,800,05
6月21日,山口 ,交際費,8200,04
6月21日,渡辺 ,消耗品費,4000,02
6月21日,中川 ,地代家賃,2000,07
6月21日,佐々木 ,交通費,1200,18
6月22日,伊藤 ,保険料,1700,04
6月22日,山崎 ,給　料,400,17
6月22日,阿部 ,消耗品費,4300,03
6月22日,青木 ,接待費,100,20
6月22日,鈴木 ,減価償却費,600,15
6月22日,松田 ,減価償却費,8800,07
6月22日,青木 ,雑　費,3300,19
6月22日,遠藤 ,広告費,3600,14
6月22日,佐藤 ,交通費,6300,15
6月22日,小林 ,租税公課,7200,09
6月22日,小林 ,通信費,6300,13
6月22日,長谷川 ,広告費,1700,13
6月22日,坂本 ,地代家賃,6500,10
6月22日,伊藤 ,租税公課,5900,13
6月22日,藤原 ,交通費,8100,17
6月22日,前田 ,租税公課,4800,17
6月22日,青木 ,通信費,7500,10
6月22日,斎藤 ,雑　費,9100,07
6月22日,小林 ,減価償却費,600,17
6月23日,加藤 ,接待費,3800,01
6月23日,松田 ,消耗品費,5300,01
6月23日,松本 ,消耗品費,8600,16
6月23日,斎藤 ,減価償却費,10000,19
6月23日,森 ,雑　費,8200,20
6月23日,林 ,光熱費,400,02
6月23日,近藤 ,広告費,9800,19
6月23日,加藤 ,接待費,400,11
6月23日,木村 ,厚生費,3200,03
6月23日,渡辺 ,租税公課,2500,14
6月23日,吉田 ,保険料,6000,18
6月23日,藤原 ,光熱費,3900,20
6月23日,小林 ,交通費,1600,07
6月23日,松本 ,通信費,300,01
6月23日,前田 ,消耗品費,1500,16
6月23日,渡辺 ,交通費,7700,10
6月23日,鈴木 ,通信費,3900,15
6月23日,石川 ,減価償却費,4500,09
6月23日,岡本 ,交際費,3100,01
6月23日,福田 ,地代家賃,6500,02
6月23日,森 ,交際費,7600,09
6月23日,後藤 ,保険料,2000,09
6月23日,石川 ,減価償却費,8200,07
6月23日,小林 ,交通費,5500,03
6月23日,池田 ,接待費,9400,08
6月23日,斎藤 ,通信費,6100,08
6月23日,岡本 ,保険料,7600,20
6月23日,佐藤 ,広告費,5700,07
6月23日,前田 ,広告費,4800,20
6月24日,三浦 ,接待費,7400,18
6月24日,伊藤 ,交際費,4400,18
6月24日,山本 ,光熱費,2100,12
6月24日,阿部 ,光熱費,9100,12
6月24日,中島 ,保険料,3600,15
6月24日,岡田 ,交際費,4600,16
6月24日,木村 ,消耗品費,8600,15
6月24日,鈴木 ,租税公課,2100,07
6月24日,山崎 ,減価償却費,5700,01
6月24日,山口 ,光熱費,7400,04
6月24日,森 ,給　料,500,09
6月24日,渡辺 ,地代家賃,2600,08
6月24日,山崎 ,通信費,8600,04
6月24日,松田 ,地代家賃,3500,11
6月24日,前田 ,光熱費,7200,15
6月24日,橋本 ,減価償却費,10000,07
6月24日,清水 ,保険料,8400,09
6月24日,小林 ,保険料,7400,09
6月24日,後藤 ,消耗品費,9600,06
6月24日,藤原 ,減価償却費,4700,11
6月24日,田中 ,接待費,4500,09
6月24日,中川 ,広告費,2200,13
6月25日,中島 ,交際費,3100,19
6月25日,井上 ,接待費,1800,06
6月25日,森 ,給　料,700,11
6月25日,木村 ,雑　費,8900,04
6月25日,鈴木 ,減価償却費,2800,10
6月25日,橋本 ,接待費,200,09
6月25日,近藤 ,保険料,8300,16
6月25日,山口 ,厚生費,7700,03
6月25日,西村 ,通信費,8800,04
6月25日,山本 ,光熱費,2400,09
6月25日,山口 ,厚生費,10000,10
6月25日,太田 ,保険料,8500,18
6月25日,林 ,接待費,6500,17
6月25日,斉藤 ,給　料,8800,11
6月25日,三浦 ,減価償却費,3200,09
6月25日,石井 ,減価償却費,5400,18
6月25日,鈴木 ,減価償却費,6100,20
6月25日,坂本 ,地代家賃,5800,12
6月25日,近藤 ,接待費,2100,18
6月25日,中川 ,接待費,7000,09
6月25日,高橋 ,減価償却費,3800,19
6月25日,山下 ,租税公課,5600,18
6月25日,斎藤 ,減価償却費,4600,01
6月25日,山口 ,交際費,400,16
6月25日,三浦 ,雑　費,2800,09
6月26日,山本 ,保険料,5900,05
6月26日,佐々木 ,減価償却費,9100,09
6月26日,田中 ,保険料,300,09
6月26日,藤井 ,減価償却費,200,15
6月26日,小林 ,給　料,10000,06
6月26日,木村 ,通信費,8000,11
6月26日,高橋 ,減価償却費,2500,16
6月26日,岡本 ,接待費,2100,04
6月26日,池田 ,租税公課,7100,07
6月26日,松田 ,通信費,2900,07
6月26日,中村 ,交際費,2200,20
6月26日,近藤 ,減価償却費,5300,09
6月26日,長谷川 ,給　料,8400,17
6月26日,山下 ,消耗品費,3900,09
6月26日,山下 ,厚生費,2900,11
6月26日,斉藤 ,通信費,2800,07
6月26日,岡田 ,広告費,500,02
6月26日,山田 ,租税公課,8900,01
6月26日,阿部 ,雑　費,7200,04
6月26日,藤田 ,通信費,7400,13
6月26日,村上 ,接待費,5800,15
6月26日,山崎 ,交際費,1200,01
6月26日,長谷川 ,光熱費,6100,09
6月26日,山口 ,給　料,1800,16
6月26日,石川 ,減価償却費,4100,10
6月26日,森 ,光熱費,6100,10
6月27日,中島 ,減価償却費,8500,19
6月27日,佐藤 ,雑　費,7400,18
6月27日,石井 ,給　料,4700,14
6月27日,石井 ,接待費,3800,04
6月27日,山口 ,租税公課,5800,04
6月27日,佐藤 ,厚生費,2400,08
6月27日,山田 ,租税公課,9800,04
6月27日,西村 ,光熱費,7800,02
6月27日,小川 ,租税公課,500,08
6月27日,遠藤 ,交通費,800,10
6月27日,松本 ,通信費,8000,11
6月27日,田中 ,消耗品費,1900,17
6月27日,佐藤 ,交通費,3300,14
6月27日,遠藤 ,消耗品費,5600,18
6月27日,山崎 ,給　料,7300,03
6月27日,鈴木 ,保険料,300,18
6月27日,福田 ,広告費,9700,19
6月27日,岡本 ,租税公課,7700,19
6月27日,山田 ,地代家賃,3200,01
6月27日,中川 ,消耗品費,8500,05
6月27日,岡田 ,厚生費,6700,19
6月27日,後藤 ,広告費,1500,04
6月27日,山田 ,交通費,1000,10
6月27日,岡田 ,雑　費,4200,08
6月27日,青木 ,消耗品費,1100,07
6月27日,松本 ,接待費,7600,10
6月27日,藤井 ,交通費,1200,01
6月27日,高橋 ,通信費,7100,20
6月27日,近藤 ,広告費,800,09
6月27日,吉田 ,消耗品費,5600,10
6月28日,松本 ,消耗品費,4400,08
6月28日,松本 ,保険料,1700,09
6月28日,清水 ,光熱費,4000,13
6月28日,三浦 ,給　料,5500,19
6月28日,吉田 ,保険料,1300,03
6月28日,清水 ,光熱費,5300,14
6月28日,中川 ,雑　費,3100,08
6月28日,中村 ,地代家賃,9800,03
6月28日,池田 ,租税公課,200,06
6月28日,藤井 ,厚生費,9200,07
6月28日,松田 ,広告費,4300,10
6月28日,斉藤 ,厚生費,2100,09
6月28日,鈴木 ,交通費,2100,09
6月28日,清水 ,交際費,3000,05
6月28日,小林 ,減価償却費,6000,16
6月28日,斉藤 ,光熱費,4000,06
6月28日,鈴木 ,減価償却費,2000,13
6月28日,山本 ,通信費,9700,11
6月28日,松田 ,交際費,5600,15
6月28日,村上 ,厚生費,5500,17
6月28日,岡田 ,租税公課,7900,09
6月28日,加藤 ,減価償却費,8800,19
6月28日,高橋 ,通信費,6000,04
6月28日,佐々木 ,租税公課,1700,16
6月28日,井上 ,減価償却費,6700,10
6月28日,青木 ,交通費,6100,09
6月28日,山口 ,雑　費,6700,10
6月28日,井上 ,保険料,800,09
6月28日,斎藤 ,広告費,7800,09
6月28日,遠藤 ,交通費,6100,14
6月28日,藤原 ,通信費,600,09
6月28日,遠藤 ,広告費,4300,02
6月28日,村上 ,消耗品費,3800,18
6月29日,藤井 ,雑　費,1300,18
6月29日,福田 ,減価償却費,1500,04
6月29日,西村 ,給　料,2000,19
6月29日,橋本 ,厚生費,600,19
6月29日,吉田 ,交通費,4600,19
6月29日,藤井 ,交通費,7600,08
6月29日,山本 ,給　料,8800,07
6月29日,岡本 ,接待費,3600,17
6月29日,佐藤 ,租税公課,4800,13
6月29日,鈴木 ,保険料,5900,03
6月29日,遠藤 ,交際費,4100,04
6月29日,近藤 ,消耗品費,6400,19
6月29日,後藤 ,租税公課,3400,02
6月29日,福田 ,給　料,9300,15
6月29日,後藤 ,租税公課,900,06
6月29日,後藤 ,雑　費,3800,04
6月29日,小川 ,消耗品費,8000,18
6月29日,斉藤 ,地代家賃,1000,05
6月29日,中村 ,地代家賃,6400,15
6月29日,後藤 ,光熱費,4500,13
6月29日,遠藤 ,接待費,8600,11
6月29日,小川 ,雑　費,6400,16
6月29日,中川 ,交通費,5100,06
6月29日,長谷川 ,広告費,300,11
6月29日,吉田 ,通信費,4400,13
6月29日,岡本 ,雑　費,2700,03
6月29日,福田 ,広告費,2800,18
6月29日,中川 ,消耗品費,2200,17
6月29日,斎藤 ,雑　費,200,10
6月29日,木村 ,光熱費,3500,11
6月30日,橋本 ,光熱費,5300,05
6月30日,石井 ,減価償却費,8700,19
6月30日,吉田 ,光熱費,6100,15
6月30日,藤井 ,給　料,1200,08
6月30日,山本 ,交通費,1100,03
6月30日,石井 ,消耗品費,3200,13
6月30日,山田 ,消耗品費,9700,07
6月30日,佐藤 ,厚生費,8900,09
6月30日,坂本 ,接待費,9900,19
6月30日,後藤 ,減価償却費,8000,20
6月30日,坂本 ,交際費,3900,10
6月30日,佐藤 ,厚生費,5900,04
6月30日,田中 ,租税公課,700,04
6月30日,阿部 ,広告費,2500,03
6月30日,松田 ,広告費,6800,07
6月30日,長谷川 ,光熱費,8100,06
7月1日,石井 ,租税公課,2000,13
7月1日,西村 ,接待費,200,14
7月1日,後藤 ,雑　費,5500,12
7月1日,岡田 ,通信費,600,14
7月1日,斎藤 ,地代家賃,4800,02
7月1日,橋本 ,地代家賃,7700,15
7月1日,池田 ,接待費,6500,17
7月1日,前田 ,接待費,6400,10
7月1日,小川 ,交通費,8500,09
7月1日,山下 ,交際費,6700,17
7月1日,山田 ,厚生費,8000,06
7月1日,山崎 ,通信費,6200,06
7月1日,坂本 ,雑　費,2600,18
7月1日,前田 ,地代家賃,7100,06
7月1日,田中 ,接待費,4700,12
7月1日,伊藤 ,雑　費,9600,11
7月1日,鈴木 ,交通費,3000,11
7月1日,高橋 ,厚生費,4100,06
7月1日,渡辺 ,交際費,600,16
7月1日,林 ,地代家賃,5400,03
7月1日,松本 ,租税公課,5800,16
7月1日,岡本 ,消耗品費,9400,07
7月1日,田中 ,減価償却費,9100,17
7月1日,橋本 ,租税公課,2500,16
7月1日,山田 ,厚生費,9700,07
7月1日,岡本 ,光熱費,1700,10
7月1日,佐藤 ,交際費,4100,18
7月1日,石川 ,消耗品費,9600,15
7月1日,中島 ,接待費,5600,18
7月2日,山田 ,保険料,800,17
7月2日,近藤 ,保険料,3200,02
7月2日,石井 ,交際費,9400,04
7月2日,岡田 ,消耗品費,4200,13
7月2日,鈴木 ,雑　費,8800,05
7月2日,佐々木 ,消耗品費,2200,17
7月2日,西村 ,交通費,5600,10
7月2日,中村 ,消耗品費,7700,08
7月2日,小川 ,雑　費,3200,07
7月2日,山下 ,通信費,5600,19
7月2日,橋本 ,厚生費,400,14
7月2日,斉藤 ,交際費,1400,03
7月2日,前田 ,給　料,3300,17
7月2日,西村 ,保険料,4200,14
7月2日,藤井 ,光熱費,9300,19
7月2日,西村 ,雑　費,4200,06
7月2日,藤原 ,光熱費,800,02
7月2日,林 ,保険料,6300,18
7月2日,中島 ,雑　費,10000,15
7月2日,長谷川 ,消耗品費,4600,05
7月2日,三浦 ,減価償却費,8700,01
7月2日,後藤 ,地代家賃,7400,07
7月2日,村上 ,保険料,2600,06
7月2日,阿部 ,接待費,4400,06
7月2日,坂本 ,消耗品費,7800,08
7月2日,佐々木 ,雑　費,6200,15
7月2日,坂本 ,通信費,7400,02
7月2日,佐藤 ,交際費,8400,03
7月3日,村上 ,光熱費,7500,12
7月3日,三浦 ,給　料,8800,04
7月3日,橋本 ,光熱費,1900,04
7月3日,伊藤 ,厚生費,5900,18
7月3日,伊藤 ,給　料,6000,08
7月3日,鈴木 ,地代家賃,7100,04
7月3日,太田 ,交通費,5900,13
7月3日,石川 ,給　料,9400,07
7月3日,近藤 ,地代家賃,5000,11
7月3日,村上 ,地代家賃,2500,07
7月3日,小川 ,保険料,6300,15
7月3日,山崎 ,消耗品費,8600,12
7月3日,斉藤 ,減価償却費,3500,14
7月3日,田中 ,給　料,1800,18
7月3日,松本 ,租税公課,9800,01
7月3日,山本 ,租税公課,6500,14
7月3日,林 ,給　料,3900,03
7月3日,小川 ,厚生費,9400,05
7月3日,石川 ,保険料,3400,04
7月3日,阿部 ,交通費,8500,01
7月4日,佐藤 ,減価償却費,7900,19
7月4日,山田 ,保険料,7000,08
7月4日,林 ,保険料,3700,18
7月4日,橋本 ,通信費,9300,19
7月4日,井上 ,消耗品費,9200,16
7月4日,斎藤 ,交通費,8800,17
7月4日,松田 ,給　料,9000,16
7月4日,長谷川 ,厚生費,2000,14
7月4日,藤井 ,保険料,7500,18
7月4日,中村 ,地代家賃,1100,18
7月4日,高橋 ,租税公課,8300,16
7月4日,山田 ,交通費,100,05
7月4日,中島 ,通信費,6700,05
7月4日,坂本 ,光熱費,5900,07
7月4日,阿部 ,厚生費,8300,14
7月4日,遠藤 ,保険料,200,20
7月4日,林 ,地代家賃,300,17
7月4日,松田 ,厚生費,6300,03
7月4日,青木 ,保険料,600,05
7月4日,山口 ,厚生費,6200,03
7月4日,田中 ,給　料,3400,19
7月4日,斉藤 ,消耗品費,1700,15
7月4日,林 ,地代家賃,6900,01
7月4日,阿部 ,交通費,8500,20
7月5日,松本 ,消耗品費,2900,05
7月5日,斎藤 ,給　料,7600,06
7月5日,渡辺 ,減価償却費,3400,09
7月5日,加藤 ,交通費,8300,07
7月5日,林 ,交通費,3000,06
7月5日,井上 ,消耗品費,2000,05
7月5日,岡本 ,減価償却費,2100,09
7月5日,加藤 ,交通費,3600,01
7月5日,伊藤 ,通信費,4000,11
7月5日,渡辺 ,交通費,6700,12
7月5日,井上 ,通信費,7600,03
7月5日,阿部 ,接待費,6100,09
7月5日,村上 ,交通費,1500,11
7月5日,石川 ,雑　費,7000,05
7月5日,山下 ,接待費,6900,14
7月5日,山崎 ,通信費,1900,09
7月5日,藤原 ,通信費,1000,19
7月5日,福田 ,広告費,3900,01
7月5日,山本 ,給　料,4000,04
7月5日,後藤 ,接待費,5500,11
7月5日,三浦 ,地代家賃,6200,04
7月5日,木村 ,広告費,5700,12
7月5日,青木 ,保険料,9200,14
7月5日,山田 ,保険料,8800,07
7月5日,藤井 ,光熱費,800,20
7月5日,鈴木 ,地代家賃,100,08
7月5日,山本 ,租税公課,6200,15
7月5日,小林 ,保険料,5500,04
7月5日,福田 ,光熱費,1100,14
7月5日,山田 ,接待費,800,14
7月5日,西村 ,広告費,4800,11
7月5日,松田 ,通信費,5200,01
7月5日,村上 ,保険料,4100,20
7月5日,池田 ,広告費,9500,06
7月6日,松本 ,交際費,500,11
7月6日,池田 ,交通費,4700,13
7月6日,木村 ,租税公課,3800,20
7月6日,山口 ,交通費,5600,10
7月6日,三浦 ,交際費,3900,19
7月6日,青木 ,給　料,5800,19
7月6日,石川 ,接待費,1700,06
7月6日,青木 ,通信費,6900,08
7月6日,斉藤 ,接待費,4300,01
7月6日,藤井 ,雑　費,3400,10
7月6日,後藤 ,減価償却費,100,01
7月6日,清水 ,消耗品費,6500,15
7月6日,斉藤 ,租税公課,5200,06
7月6日,青木 ,通信費,9100,14
7月6日,田中 ,接待費,7300,05
7月6日,近藤 ,地代家賃,3300,08
7月7日,岡本 ,消耗品費,4500,19
7月7日,三浦 ,保険料,7500,10
7月7日,村上 ,給　料,5300,06
7月7日,太田 ,厚生費,300,18
7月7日,山崎 ,厚生費,3100,11
7月7日,前田 ,地代家賃,3800,10
7月7日,木村 ,交通費,7600,09
7月7日,石川 ,通信費,3600,12
7月7日,長谷川 ,雑　費,5800,12
7月7日,井上 ,雑　費,2400,13
7月7日,山本 ,給　料,1700,13
7月7日,藤田 ,接待費,2700,01
7月7日,村上 ,雑　費,4200,03
7月7日,中村 ,給　料,8600,05
7月7日,中川 ,光熱費,3200,09
7月7日,坂本 ,交際費,6500,15
7月7日,中島 ,租税公課,6000,05
7月7日,松田 ,地代家賃,6900,12
7月7日,福田 ,減価償却費,1400,19
7月7日,清水 ,保険料,7200,14
7月7日,遠藤 ,保険料,9700,16
7月7日,山田 ,交際費,4900,13
7月7日,遠藤 ,減価償却費,5400,06
7月7日,橋本 ,雑　費,2000,10
7月7日,山崎 ,保険料,2400,18
7月8日,清水 ,雑　費,5000,09
